ip_source,ip_dest,ts,flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
192.168.1.174,192.168.1.67,1780569475,600.2935676,28917.7,9.3,64,22.49082925,22.49082925,0,0,0,0,0,1,0,0,0.8,1.3,0,1,4.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1907.8,54.8,1619.6,342.8312698,577.9053526,259.6,0.003838181,5.5,24.97683132,817.2815875,425747.8341,0.9,38.5,SqlInjection
192.168.1.175,192.168.1.68,1780569475,24.17030809,12214.9,6,91.6,95.79145854,95.79145854,0,0,0,0,0,1,0,0,0.1,1.8,0,11.1,23.7,0,1,0,0,0,0,0,1,0,0,0,0,1,1,921,54,616.8,135.8632143,185.8807701,180.3,0.003192401,5.5,15.75854701,262.875106,67937.8889,0.9,38.5,SqlInjection
192.168.1.176,192.168.1.69,1780569475,175.3746493,6112.5,6.5,109.7,0.303457513,0.303457513,0,0,0,0,0,1,0,0,0,0,0,18.3,48.4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,403.1,54,105.2,69.88833333,20.22813147,75.5,0.028576708,5.5,11.7999529,28.60689787,514.5509405,0.8,38.5,SqlInjection
192.168.1.177,192.168.1.70,1780569475,885.1443518,7733.9,6,103,0.473284102,0.473284102,0,0,0,0,0,1,0,0,0,0.2,0,14.5,25.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,586.5,80.8,154,106.9573413,21.673266,103.7,0.025663996,5.5,14.61978349,30.65062672,785.5528103,0.8,38.5,SqlInjection
192.168.1.178,192.168.1.71,1780569475,41.30697751,1595.7,11.5,177.2,7.710960749,7.710960749,0,0,0,0,0,0,0,0,0.3,0.2,0,3.5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,802.9,71.7,208.6,140.9290873,55.72537388,146.7,0.024566102,5.5,16.74806661,78.8075795,3581.029572,0.9,38.5,SqlInjection
192.168.1.179,192.168.1.72,1780569475,66.04520102,3170.8,9.3,133.9,14.12048974,14.12048974,0,0,0,0,0,1,0,0,0.2,1.2,0,3.1,8.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,878.8,75.1,343.2,154.3913095,94.50267335,167.8,0.009663296,5.5,17.51428693,133.6469623,11031.05482,0.9,38.5,SqlInjection
192.168.1.180,192.168.1.73,1780569475,231.5372996,5305.2,5.9,86.2,0.256439865,0.256439865,0,0,0,0,0,1,0,0,0,0,0,30,57.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1354.6,50,230,87.26592261,51.49565418,84,166481771.4,13.5,13.21812835,72.97571675,2669.090992,1,244.6,SqlInjection
192.168.1.181,192.168.1.74,1780569475,355.1777408,7667.3,11.5,86.6,33.36822525,33.36822525,0,0,0,0,0,0,0,0,0.2,0.7,0,0.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,807.3,68.4,247.4,129.3114683,74.62573551,190.3,0.021609378,5.5,15.91965231,105.5367273,7219.972354,0.9,38.5,SqlInjection
192.168.1.182,192.168.1.75,1780569475,557.1657886,47965.5,10.4,60,9.527536881,9.527536881,0,0,0,0,0,1,0,0,0.4,0.6,0,60.4,91.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,446,53.2,122.3,75.24583333,26.18941184,83.9,0.004981494,5.5,12.22131965,37.03742141,1157.17868,0.9,38.5,SqlInjection
192.168.1.183,192.168.1.76,1780569475,134.6150964,8587.5,7.1,153.7,8.24078577,8.24078577,0,0,0,0,0,1,0,0,0.3,2.4,0.9,28.9,45.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,918.1,104.6,488,207.2736905,144.2362705,134.1,0.029637098,5.5,19.91034766,203.9808899,23802.81619,0.9,38.5,SqlInjection
192.168.1.184,192.168.1.77,1780569475,19.03666043,1627.5,7.1,81.6,140.067781,140.067781,0,0,0,0,0,1,0,0,0.4,1.7,0,0.9,3.8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2510.1,66,645,162.0593415,175.3608177,142.7,166481761.2,13.5,18.02194364,248.5035941,31006.85486,1,244.6,SqlInjection
192.168.1.185,192.168.1.78,1780569475,574.6128225,3476.4,9.7,57.6,180.7697496,180.7697496,0,0,0,0,0,0,0,0,0,0,0,27.8,45.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,498.5,76.6,152,99.86400794,26.48991396,80.7,0.013033295,5.5,14.06837962,37.46239559,790.6335312,0.9,38.5,SqlInjection
192.168.1.186,192.168.1.79,1780569475,0.182276583,478.7,4.8,45.4,24.07005612,24.07005612,0,0,0,0,0,1,0,0,0.5,1.4,0,0.9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1983.9,61.8,441,129.6682375,111.757687,91.4,166481771.7,13.5,16.1087752,158.3333799,12566.32627,1,244.6,SqlInjection
192.168.1.187,192.168.1.80,1780569475,1197.154956,11565.6,7.1,81,132.5510979,132.5510979,0,0,0,0,0,1,0,0,0,0.8,0,37.1,86.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,518.2,64.1,199.4,86.21948413,40.92394566,134.4,0.010193515,5.5,13.01554843,57.87519898,7069.647575,0.9,38.5,SqlInjection
192.168.1.188,192.168.1.81,1780569475,12.62003002,1070.7,8.6,87.3,13.78937461,13.78937461,0,0,0,0,0,0,0,0,0,0.4,0,0.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,530.3,54,212.4,97.75146825,59.26037436,90,0.011458492,5.5,13.89918506,83.80682514,4039.765997,0.9,38.5,SqlInjection
192.168.1.189,192.168.1.82,1780569475,2439.017149,67683.4,9.9,140,0.446185821,0.446185821,0,0,0,0,0,0,0,0,0,0.2,0,238.5,471.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,836.9,89.3,225.2,159.5332143,58.15073375,149.1,0.022133803,5.5,17.82402506,82.23755633,3826.11252,0.9,38.5,SqlInjection
192.168.1.190,192.168.1.83,1780569475,11.42259645,1004.6,8.2,74.8,45.60864026,45.60864026,0,0,0,0,0,1,0,0,0,0.8,0,4.3,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,552,69.6,145.2,96.81611111,29.78441583,97,0.017468715,5.5,13.89382186,42.12152482,1175.97087,0.9,38.5,SqlInjection
192.168.1.191,192.168.1.84,1780569475,67.26846886,1895.9,7.1,61.7,117.0187823,117.0187823,0,0,0,0,0,1,0,0,0.7,1.6,0,2.9,7.5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3120.2,66,1746,205.9601498,418.3862467,240.1,166481812.5,13.5,20.28636294,592.9312564,176991.7377,1,244.6,SqlInjection
192.168.1.192,192.168.1.85,1780569475,141.2652233,14982.4,8.2,53.3,13.60475296,13.60475296,0,0,0,0,0,0,0,0,0.5,1,0,0.7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1203.8,50,259.4,77.0443739,50.21398537,104.1,166481812.8,13.5,12.41084088,71.31122437,2937.612424,1,244.6,SqlInjection
192.168.1.193,192.168.1.86,1780569475,116.7387956,7131.9,7.1,113.3,5.377830488,5.377830488,0,0,0,0,1,1,0,0,0.4,0.4,0,29.1,55.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,761.9,66,248.7,118.834127,68.3653705,151.2,0.022244596,5.5,15.16748797,96.68323415,7699.623422,0.8,38.5,SqlInjection
192.168.1.194,192.168.1.87,1780569475,432.3569437,37963.9,9.3,122.3,3.234621413,3.234621413,0,0,0,0,0,1,0,0,0,0.6,0,161.8,328.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1150.6,93.3,413.4,227.6361905,123.1915343,172,0.020465088,5.5,21.22264743,174.2191386,17181.63881,0.9,38.5,SqlInjection
192.168.1.195,192.168.1.88,1780569475,162.4424701,37420.5,10.4,60.7,10.4474193,10.4474193,0,0,0,0,0,1,0,0,0.2,0.6,0,81.4,163.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1494.1,50,441,96.20244017,99.77343524,96.1,166481769.3,13.5,13.88036508,141.4181685,10025.4536,1,244.6,SqlInjection
192.168.1.196,192.168.1.89,1780569475,156.817298,3920,11.4,83.1,23.43199294,23.43199294,0,0,0,0,0,0,0,0,0,0.1,0,7.5,13.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1607.1,60,237.5,103.4974057,53.13057201,116,166481821,13.5,14.30225591,72.07772978,2608.293056,1,244.6,SqlInjection
192.168.1.197,192.168.1.90,1780569475,726.7281158,14141.5,8.2,153.9,0.162406741,0.162406741,0,0,0,0,0,1,0,0,0,0,0,59.3,100.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1427,46,200.4,90.77793331,45.84496812,110.8,166481815.1,13.5,13.46897061,65.00407538,2202.909768,1,244.6,SqlInjection
192.168.1.198,192.168.1.91,1780569475,311.549637,36868.7,7.1,120.9,46.03389129,46.03389129,0,0,0,0,0,1,0,0,0,1.6,0,128.4,259.8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3490,69,1510.3,460.8243254,526.7040695,1371.7,0.005383706,5.5,28.07804311,744.8720385,630540.0274,0.9,38.5,SqlInjection
192.168.1.199,192.168.1.92,1780569475,174.7893806,3808,9.3,83.5,40.53816372,40.53816372,0,0,0,0,0,1,0,0,0.5,1.1,0,5.4,10.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,616.8,66,291.8,100.9782937,77.90425942,123.1,0.009197593,5.5,14.05407859,110.1732602,10110.62919,0.8,38.5,SqlInjection
192.168.1.200,192.168.1.93,1780569475,57.86355481,2174.7,14.2,76.8,79.90328554,79.90328554,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,778.5,62.8,176.8,123.9780556,47.26535817,164.7,0.011378098,5.5,15.57265178,66.84331055,2994.6451,0.9,38.5,SqlInjection
192.168.1.201,192.168.1.94,1780569475,1149.006761,5794.3,8.7,77.8,15.49194388,15.49194388,0,0,0,0,0,1,0,0,0.1,1,0,16.5,27.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1898,58,341.9,120.5364333,81.69837314,165.2,166482036.6,13.5,15.47032092,115.4319018,7031.541698,1,244.6,SqlInjection
192.168.1.202,192.168.1.95,1780569475,12.23204939,1558.2,8.2,117.5,141.0590719,141.0590719,0,0,0,0,0,1,0,0,0.3,1.3,0,1.6,4.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3374.8,60,1113.2,207.2523297,291.0794951,417.1,166481754.9,13.5,20.12873091,413.1497684,113376.625,1,244.6,SqlInjection
192.168.1.203,192.168.1.96,1780569475,0.254859447,517.2,8.2,64.6,44.36822429,44.36822429,0,0,0,0,0,1,0,0,0.5,1.6,0.1,0.8,3.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,534.2,67.6,220.8,88.55480159,49.60186488,108.3,0.013726807,5.5,13.2155814,70.14763003,5811.689068,0.8,38.5,SqlInjection
192.168.1.204,192.168.1.97,1780569475,307.8978273,25239.8,7.1,58.1,27.44317455,27.44317455,0,0,0,0,0,1,0,0,0.4,1.5,0,110.8,223.3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,478.9,66,170,80.68337302,33.72491694,93.8,0.016945314,5.5,12.65044485,47.69423492,2597.48754,0.9,38.5,SqlInjection
192.168.1.205,192.168.1.98,1780569475,0.049996781,562.3,7.1,143.5,79.14067877,79.14067877,0,0,0,0,0,1,0,0,0,1.5,0,1,3.6,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1763.2,54,298.2,112.7893774,68.39055581,145,166481813.8,13.5,15.01918819,97.09034659,5176.343899,1,244.6,SqlInjection
192.168.1.206,192.168.1.99,1780569475,1447.628173,59449.2,11.5,60,15.78309365,15.78309365,0,0,0,0,0,0,0,0,0.1,1,0,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1147.7,50,232.6,73.08785596,42.30591718,86.2,166482031.8,13.5,12.08460266,60.01374799,2301.020472,1,244.6,SqlInjection
192.168.1.207,192.168.1.100,1780569475,0.063621211,917.3,6,64,183.9977392,183.9977392,0,0,0,0,0,1,0,0,0.7,1.4,0,1.1,4.2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2293.9,66,647,148.6704079,172.3949708,215.7,166482044.7,13.5,17.08450089,239.1798572,28686.77662,1,244.6,SqlInjection
192.168.1.208,192.168.1.101,1780569475,224.3437293,6037.2,7.6,71.4,13.11612735,13.11612735,0,0,0,0,0,1,0,0,0.5,1,0,20.4,34.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2516.2,60,343.4,163.1186427,109.1856577,123.2,166481817.1,13.5,18.0825872,154.5517791,11949.85211,1,244.6,SqlInjection
192.168.1.209,192.168.1.102,1780569475,905.8740687,4800.7,9.3,111.4,40.9631565,40.9631565,0,0,0,0,0,1,0,0,0.3,0.9,0,0.3,33.6,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1422.4,60,353,91.75077045,72.24032392,88.3,166482044.5,13.5,13.55584606,102.3635032,5264.493937,1,244.6,SqlInjection
192.168.1.210,192.168.1.103,1780569475,366.6263476,20521.4,8.1,103.7,2.74745762,2.74745762,0,0,0,0,0,0,0,0,0.3,0.4,0,13.4,31.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,590.2,77,230,120.5579365,60.11035872,107.6,0.050979996,5.5,15.36981039,85.00888454,4102.566603,0.9,38.5,SqlInjection
192.168.1.211,192.168.1.104,1780569475,112.667833,2356.4,11.5,99.6,219.7252268,219.7252268,0,0,0,0,0,0,0,0,0,0,0,14.3,31.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1627.4,54,357,104.5343265,86.64819643,131.3,166481765,13.5,14.46772973,122.7941253,7588.274876,1,244.6,SqlInjection
192.168.1.212,192.168.1.105,1780569475,886.7147381,8348.2,7.1,117.9,300.0564152,300.0564152,0,0,0,0,0,1,0,0,0.2,1.2,0,32.2,46.3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,723.6,66,324.3,133.9365079,101.8985522,123.1,0.0107481,5.5,16.22942778,144.1063146,11796.57823,0.9,38.5,SqlInjection
192.168.1.213,192.168.1.106,1780569475,904.0928567,24941.6,8.2,67.2,11.76617153,11.76617153,0,0,0,0,0,0,0,0,0,0.8,0,106.8,214.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,784.9,92.5,339,166.4911111,99.39599344,127.1,0.008772111,5.5,17.9938897,140.567162,11041.19448,0.9,38.5,SqlInjection
192.168.1.214,192.168.1.107,1780569475,431.8402447,9101.8,8.1,130.6,0.110991911,0.110991911,0,0,0,0,0,0,0,0,0,0,0,9,14.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1779.8,46,230,114.1960325,71.86757922,134.8,166481814.2,13.5,15.07289462,101.4016146,5149.281865,1,244.6,SqlInjection
192.168.1.215,192.168.1.108,1780569475,122.0352072,10432.4,8.8,131.5,1.692767159,1.692767159,0,0,0,0,0,1,0,0,0,1,0,35.4,68,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1447.9,55.2,411,93.47600072,86.07308061,126.2,166481762.9,13.5,13.670863,122.0071403,7490.201014,1,244.6,SqlInjection
192.168.1.216,192.168.1.109,1780569475,37.80117347,3106,11.6,125,0.480741455,0.480741455,0,0,0,0,0,0,0,0,0,0,0,9.2,17.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1991.6,66,230,128.544527,62.05306624,124.8,166481748.7,13.5,16.05050579,87.78884241,3855.36707,1,244.6,SqlInjection
192.168.1.217,192.168.1.110,1780569475,0.03159523,1020.5,6,64,202.0405033,202.0405033,0,0,0,0,0,1,0,0,0.8,1.9,0,1.3,5.1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2125.1,66,645,137.8594803,165.5909672,100.5,166481761.2,13.5,16.62033983,234.6447165,27590.98435,1,244.6,SqlInjection
192.168.1.218,192.168.1.111,1780569475,1.206868982,872.8,6,58.2,18.18195073,18.18195073,0,0,0,0,0,1,0,0,0.7,1.8,0,1.3,5.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1853.1,66,441,120.4462205,105.2568462,92.6,166481808.5,13.5,15.52770501,149.1565474,11145.85073,1,244.6,SqlInjection
192.168.1.219,192.168.1.112,1780569475,0.06144495,841.8,6,62.5,207.7697843,207.7697843,0,0,0,0,0,1,0,0,0.4,1.8,0,1.1,4.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,664.7,66,282.4,103.0087698,74.58458001,182.6,0.001482391,5.5,14.11415962,105.4785246,10611.81487,0.6,38.5,SqlInjection
192.168.1.220,192.168.1.113,1780569475,20.65461135,1296.9,8.2,78.7,37.76696579,37.76696579,0,0,0,0,0,1,0,0,0.3,1.4,0,1.8,5.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1311.9,82,875,227.0756746,270.0700164,250.6,0.005717111,5.5,20.99509921,381.93668,108731.0425,0.9,38.5,SqlInjection
192.168.1.221,192.168.1.114,1780569475,75.10267081,4017.9,8.2,88.9,13.5625408,13.5625408,0,0,0,0,0,1,0,0,0.6,1.6,0,2.3,6.2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3805.9,66,1777.8,247.0226392,419.1719601,271.1,166481816.7,13.5,22.19354264,594.0557164,185738.7591,1,244.6,SqlInjection
192.168.1.222,192.168.1.115,1780569475,295.6530232,14017.1,7.1,64,69.85972449,69.85972449,0,0,0,0,0,1,0,0,0.7,1.4,0,1,4.7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1200.3,62,898.5,175.524881,277.9044567,232.5,0.001402688,5.5,17.74228289,393.0162516,153404.7362,0.9,38.5,SqlInjection
192.168.1.223,192.168.1.116,1780569475,0.018106508,81.7,9.3,106.3,210.344044,210.344044,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1275.5,46,230,82.31818778,43.5040149,77.4,166481762.6,13.5,12.84016323,61.61787969,1908.4607,1,244.6,SqlInjection
192.168.1.224,192.168.1.117,1780569475,599.0583124,5823.8,9.8,89.3,26.12855705,26.12855705,0,0,0,0,0,0,0,0,0,0.9,0,16.7,23.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,457.6,48.8,153.6,76.75031746,35.7341689,97.4,0.018076301,5.5,12.32928622,50.53574629,2005.644417,0.9,38.5,SqlInjection
192.168.1.225,192.168.1.118,1780569475,537.3309032,23226.4,12.1,170.2,4.043503257,4.043503257,0,0,0,0,0,0,0,0,0,0,0,65,134,0,0,0,0,0,0,0,0,1,0,0,0,1,1,687.4,57.6,194,112.9501587,58.98364507,135.2,0.033643794,5.5,14.91717699,83.41547082,4280.640979,0.9,38.5,SqlInjection
192.168.1.226,192.168.1.119,1780569475,51.07297254,1373.9,15.9,108.1,84.60892065,84.60892065,0,0,0,0,0,0,0,0,0,0,0,1.9,2.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,523.1,46,180.4,90.36194444,60.33362551,89.1,0.019992113,5.5,13.29109929,85.32463147,4586.16174,0.8,38.5,SqlInjection
192.168.1.227,192.168.1.120,1780569475,1743.359176,47687.8,6.9,93.4,0.211560462,0.211560462,0,0,0,0,0,0,0,0,0,0,0,184.8,368.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,482.5,54.6,140.8,77.9697619,31.80845158,106.9,0.04077549,5.5,12.38352637,44.98394362,1886.365777,0.9,38.5,SqlInjection
192.168.1.228,192.168.1.121,1780569475,244.1620185,12272,7.1,83.1,328.3432147,328.3432147,0,0,0,0,0,1,0,0,0,1.1,0,50.4,99.4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,825.3,86.3,406.4,150.0518254,107.8795199,158.2,0.005787206,5.5,17.20343596,152.5646802,17452.69973,0.9,38.5,SqlInjection
192.168.1.229,192.168.1.122,1780569475,36.17948344,1520.1,11.5,57.9,8.890242521,8.890242521,0,0,0,0,0,0,0,0,0,0.6,0,4.6,8.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1402.1,57,279.9,90.49602009,53.24335544,108.3,166481759.9,13.5,13.31810061,69.01506783,2394.677912,1,244.6,SqlInjection
192.168.1.230,192.168.1.123,1780569475,301.9679022,5159.8,9.8,60.7,11.29176124,11.29176124,0,0,0,0,0,0,0,0,0.5,0.6,0,18.1,30.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,752.9,62.4,258.6,119.0644841,78.93458337,165.2,0.019376802,5.5,15.21480674,111.6303583,8934.690286,0.7,38.5,SqlInjection
192.168.1.231,192.168.1.124,1780569475,0.187076235,486,8.3,72.7,69949.61007,69949.61007,0,0,0,0,0,0,0,0,0,1,0,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,737.3,64,331.7,114.7968254,82.51708831,201.4,0.01457839,5.5,14.87980952,116.6967854,24236.06741,0.9,38.5,SqlInjection
192.168.1.232,192.168.1.125,1780569475,102.215984,18360.1,17,76.8,206.6919271,206.6919271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,939.5,43,92.4,60.5240775,14.06522238,61.8,166481767.8,13.5,11.00593386,19.92043373,201.3570524,1,244.6,SqlInjection
192.168.1.233,192.168.1.126,1780569475,2362.553583,11090.6,5.5,81.3,0.076489795,0.076489795,0,0,0,0,0,1,0,0,0.1,0.2,0,83.7,139.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,418.3,68.2,86.5,75.42571429,7.476914694,80.5,0.026139379,5.5,12.27982801,10.57395417,78.62640363,0.8,38.5,SqlInjection
192.168.1.234,192.168.1.127,1780569475,1733.589425,64378.8,10.3,63.6,0.277219069,0.277219069,0,0,0,0,0,0,0,0,0,0,0,262.9,525.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,517.4,61.2,156,101.9480159,41.52322858,85.2,0.021083713,5.5,14.2208736,58.72271302,1918.711511,0.9,38.5,SqlInjection
192.168.1.235,192.168.1.128,1780569475,124.5670889,5434.2,8.2,107.1,1286.809949,1286.809949,0,0,0,0,0,1,0,0,0.2,0.2,0.1,10.3,17.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1075.6,70,524,170.7753175,148.949304,193.1,0.0120471,5.5,18.10039508,210.6461259,33952.92025,0.9,38.5,SqlInjection
192.168.1.236,192.168.1.129,1780569475,81.05155342,3188.3,7,123.3,0.276247565,0.276247565,0,0,0,0,0,1,0,0,1.8,0.2,0,7.2,18.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1918.2,60,230,124.4671676,70.6381254,110,166481753.8,13.5,15.74381488,99.68328511,4973.122927,1,244.6,SqlInjection
192.168.1.237,192.168.1.130,1780569475,64.63413749,6539,12.6,150.9,0.781091535,0.781091535,0,0,0,0,0,0,0,0,0,0,0,19.5,38.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,913,56.4,316.2,160.5387302,97.21263816,156.2,0.027608395,5.5,17.77985719,137.4794313,10770.19836,0.9,38.5,SqlInjection
192.168.1.238,192.168.1.131,1780569475,237.4704748,17587.8,7.7,90.1,15.24582539,15.24582539,0,0,0,0,0,1,0,0,0.7,1.2,0,65.5,132.9,0,1,0,0,0,0,0,1,0,0,0,0,1,1,451.2,56.8,149.4,77.32178571,28.79669966,90.3,0.02951262,5.5,12.40384584,40.72468321,1598.091139,0.7,38.5,SqlInjection
192.168.1.239,192.168.1.132,1780569475,204.9093907,3152.6,13.7,76.2,77.60807766,77.60807766,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2026.8,53,233.2,132.1580276,72.02903865,99.6,166481810.8,13.5,16.20454625,101.1694279,5121.055681,1,244.6,SqlInjection
192.168.1.240,192.168.1.133,1780569475,257.9915929,5931.8,9.3,76.3,17.72380254,17.72380254,0,0,0,0,0,1,0,0,0.7,1.4,0,1,4.2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5383.6,62,2190,357.0537225,563.75602,78.3,166481828.4,13.5,26.70210569,798.6884825,320469.5118,1,244.6,SqlInjection
192.168.1.241,192.168.1.134,1780569475,515.1172564,55137.9,13.7,62.6,8.018644635,8.018644635,0,0,0,0,0,0,0,0,0.1,0.6,0,0.3,1.2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1318,50,317,86.0631219,72.85731013,58,166481815.8,13.5,13.11817495,103.2628548,5362.53351,1,244.6,SqlInjection
192.168.1.242,192.168.1.135,1780569475,120.2112611,427,8.2,61.6,105040.234,105040.234,0,0,0,0,0,0,0,0,0,0,0,0.8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1081.4,46,121,69.13790448,20.27849447,80.6,166481804,13.5,11.74424099,28.67714181,434.5945439,1,244.6,SqlInjection
192.168.1.243,192.168.1.1,1780569475,0.09646697,360.6,7.1,56.4,38.27409012,38.27409012,0,0,0,0,0,1,0,0,0.1,1.2,0,0.6,2.1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1398.7,46,299.7,88.39238013,64.28136078,128.1,166482051.6,13.5,13.2751123,91.2439369,4679.094437,1,244.6,SqlInjection
192.168.1.244,192.168.1.1,1780569475,72.33657246,5503.3,6,60,11.4710154,11.4710154,0,0,0,0,0,1,0,0,0.2,0.9,0.1,25.5,39.7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2202.2,60,357.3,143.0380485,101.7839615,149,166481762.3,13.5,16.81475414,141.095971,9988.589807,1,244.6,SqlInjection
192.168.1.245,192.168.1.138,1780569475,9.862414694,683,11.5,124.4,9.963920227,9.963920227,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1565.6,60,209.8,98.96886685,48.63019515,153,166481744.1,13.5,14.00108976,68.28478044,2695.580222,1,244.6,SqlInjection
192.168.1.246,192.168.1.139,1780569475,2176.524014,97070.3,10.9,120.5,2.673956476,2.673956476,0,0,0,0,0,0,0,0,0,0,0,373.1,763.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1718.6,60,230,110.170325,66.97997396,125.4,166482053.2,13.5,14.85697402,94.83818895,4502.439757,1,244.6,SqlInjection
